dsid,cdid,topic
emp,k6s7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6s8,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6s9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sa,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sb,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sc,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sd,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6se,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sf,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sg,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sh,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6si,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sj,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sk,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sl,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sm,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sn,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6so,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sp,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sq,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sr,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6ss,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6st,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6su,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sv,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sw,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sx,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sy,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6sz,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6t2,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6t3,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6t4,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6t5,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6t6,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6t7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6t8,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,k6t9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka22,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka23,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka24,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka25,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka26,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka27,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka28,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka29,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2a,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2b,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2c,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2d,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2e,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2f,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2g,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2h,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2i,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2j,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2k,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2l,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2m,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2n,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2o,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2p,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2q,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2r,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2s,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2t,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2u,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2v,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2w,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2x,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2y,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka2z,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka32,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka33,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka46,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka47,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka48,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4o,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4p,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4q,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4r,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4s,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4t,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4u,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4v,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4w,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka4x,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka55,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka56,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka57,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka58,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5e,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5f,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5g,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5h,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5n,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5o,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5p,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5q,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5w,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5x,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,ka5y,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kab9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kac2,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kac4,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kac5,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kac7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kac8,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kad8,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kad9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kai7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kai8,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kaj2,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kaj3,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kaj5,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kaj6,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kak6,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,kak7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,md9m,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,md9n,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,md9o,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,md9s,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,md9t,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
emp,md9u,/employmentandlabourmarket/peopleinwork/earningsandworkinghours
unem,aglx,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,aglz,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agma,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agmc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agmd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agmy,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agmz,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agna,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agnb,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agnc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agnd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agne,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agnf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agng,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,agxk,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,aly5,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,aly6,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,aly7,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,aly8,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,aly9,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,ap2y,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,ap2z,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,bcja,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bcjb,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bcjd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bcje,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bcjg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bcjh,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bcji,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bcjj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bckb,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bckc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bckf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bckg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bcki,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bckj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,bckk,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpaa,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpab,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpac,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpad,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpae,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpaf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpag,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpah,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpai,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpaj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpam,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpan,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpaq,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpar,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpat,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpau,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpav,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpax,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpay,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbb,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbe,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbi,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbm,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbn,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbp,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbq,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpbr,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpcf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpci,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpcj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpck,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpda,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpde,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdk,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdl,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdm,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdp,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdq,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,dpdr,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,elnp,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,elon,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gbhg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,geyu,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,geyv,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,geyw,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,geyx,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,geyy,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,geyz,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,geza,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezb,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,geze,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezh,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezi,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezk,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezl,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezm,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezn,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezo,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezp,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezq,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezr,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezs,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezt,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezu,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezv,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezw,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezx,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezy,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,gezz,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iaci,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iack,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacl,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacm,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacn,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iaco,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacp,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacq,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacr,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacs,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iact,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacu,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacv,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacw,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacx,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacy,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iacz,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iada,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iadb,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iadc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iadd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iade,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iadf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iadg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iadh,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iadi,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,iadj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,ibwa,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,ibwb,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,ibwc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,ibwd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,ibwk,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,ikbs,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlge,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgh,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgi,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgk,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgl,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgm,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgn,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgo,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgp,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgq,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgr,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgs,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgt,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgu,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgv,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgw,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgx,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgy,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlgz,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlha,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhb,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhc,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhd,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhe,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhf,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhg,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhh,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhi,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhj,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhk,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhl,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhm,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhn,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlho,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhp,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhq,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhr,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhs,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlht,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhu,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhv,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhw,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhx,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhy,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlhz,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlia,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlib,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jlic,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,jp9h,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9i,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9j,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9k,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9l,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9m,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9n,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9o,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9p,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9q,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9r,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9s,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9t,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9u,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9v,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9w,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9x,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9y,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jp9z,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpa2,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpa3,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpa4,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpa5,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpa6,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpa7,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpa8,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpa9,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpb2,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpb3,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpb4,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpb5,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpb6,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpb7,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpb8,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpb9,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpc2,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpc3,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpc4,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes
unem,jpc5,/employmentandlabourmarket/peoplenotinwork/unemployment
unem,mgsc,/employmentandlabourmarket/peoplenotinwork/unemployment
unem,vasq,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,vasr,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,vass,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,zmok,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,zmol,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,zmom,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
unem,zmon,/employmentandlabourmarket/peoplenotinwork/outofworkbenefits
